Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"02232634","447502","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus javanicus Houtt.","","0478 : Cyperus javanicus Houtt. : Cyperaceae : Cyperales : Monocotyledonae","ahi jaina; amala, emele; Chachukchuk (Chamorro name); heri pata; kujukusk or kujukus; kusakus; Kuskus; malava ni kau ni mata; mau; mauku tavaru; mo'u; moirer; Moku; Mordong; Mou; Mou`u; Mouku; Mouku tavaie; moukutona; Mouu; muku; nika nikaaseaaf; nikaunon; o liri-liri : Tobelorese; sap (a) sap; sasa; savesaf; sere; Sufsuf; te ritanin; toira; Use","",,"","","Mearns, E. A.","148","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:04:00","http://n2t.net/ark:/65665/3c7cb3fad-895e-452a-b723-617ddc150d74"
"02232822","619800","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus pedunculatus (R. Br.) J. Kern : Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES) : 2018","Remirea maritima Aubl.","0478 : Cyperus pedunculatus (R. Br.) J. Kern : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.","s.n.","","42 - Malesia","","Philippines","Muslim Mindanao","","Mindanao, Malabang.","","","","",,"","",,,"","",,"","","","","","","","","","23 Nov 2018 14:20:00","http://n2t.net/ark:/65665/39e31eb17-b53e-4300-bb44-c39aa02bdc0b"
"02232821","619801","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus pedunculatus (R. Br.) J. Kern : Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES) : 2018","Remirea maritima Aubl.","0478 : Cyperus pedunculatus (R. Br.) J. Kern : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.","s.n.","","42 - Malesia","","Philippines","Muslim Mindanao","","Mindanao, Malabang.","","","","",,"","",,,"","",,"","","","","","","","","","23 Nov 2018 14:19:00","http://n2t.net/ark:/65665/3390d49d6-c0b4-4be3-93ed-b2936503268a"
"02232764","447622","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus rotundus L.","","0478 : Cyperus rotundus L. : Cyperaceae : Cyperales : Monocotyledonae","Caramana : Spanish; Chaguan Humatag; Coquito : Spanish; humatac; mumuta; mumuta; Nut Grass : English; Nut Grass : English; nutgrass; o takiu ma beka; Petite ""vinson"", Petite coco des savanes : French; te uteute; Teki; Tjibeber, Djoekiet beuti, s; sapandu : Zapotec","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Surigao; Mindanao","","","","","Non-native","","",,,"","",,"","","","","","","","","","31 Oct 2017 19:35:00","http://n2t.net/ark:/65665/31f68dbc2-ca80-4147-bdd4-dc2aa2878da8"
"02232775","447400","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus rotundus L.","","0478 : Cyperus rotundus L. : Cyperaceae : Cyperales : Monocotyledonae","Caramana : Spanish; Chaguan Humatag; Coquito : Spanish; humatac; mumuta; mumuta; Nut Grass : English; Nut Grass : English; nutgrass; o takiu ma beka; Petite ""vinson"", Petite coco des savanes : French; te uteute; Teki; Tjibeber, Djoekiet beuti, s; sapandu : Zapotec","",,"","","Mearns, E. A.","12","21 Jan 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Zamboanga, Mindanao","","","","","Non-native","","",,,"","",,"","","","","","","","","","31 Oct 2017 19:23:00","http://n2t.net/ark:/65665/3a942ee91-99ce-440b-a474-494aaae74a02"
"02232735","447585","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus stenophyllus Valck. Sur.","","0478 : Cyperus stenophyllus Valck. Sur. : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan, Sulu Island","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 20:17:00","http://n2t.net/ark:/65665/36b5d873a-5612-4ff0-9c29-0f2bcc4f972b"
"00126309","1264320","Flowering plants and ferns","Type Register","","Scrophulariales","Gesneriaceae","","","Cyrtandra pachyphylla Kraenzl.","","7855 : Cyrtandra pachyphylla Kraenzl. : Gesneriaceae : Scrophulariales : Dicotyledonae","","Cyrtandra pachyphylla Kraenzl. : Holotype, Kraenzlin, F. W. 1913. Philipp. J. Sci. 8: 316., Verified from the card file of type specimens",,"","","Mearns, E. A.","Bur. Sci. 2928","4 Jun 1907 and 5 Jun 1907","42 - Malesia","","Philippines","Albay","","Mt. Mayon.","Luzon","","","",,"","",,"fiche number : 0800/C02","","",,"","","","","","","","","","29 Aug 2016 19:32:00","http://n2t.net/ark:/65665/3c4344dbe-2b5c-4ca3-b7fb-2d94cc4971d5"
"00081458","708939","Flowering plants and ferns","Crowdsourcing Project","","Scrophulariales","Gesneriaceae","","","Cyrtandra parvifolia Merr.","","7855 : Cyrtandra parvifolia Merr. : Gesneriaceae : Scrophulariales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","4753","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mt. Malindang","","","","",,"","",,,"","","Crowdsourcing: Available for transcription","","","","","","","","","","09 Aug 2018 17:32:00","http://n2t.net/ark:/65665/36e8d9edc-416b-4400-ae56-ee48470e8bbd"
"01556318","628478","Flowering plants and ferns","","","Polypodiales","Dryopteridaceae","","","Cyrtomium micropterum (Kunze) Ching","","F213 : Cyrtomium micropterum (Kunze) Ching : Dryopteridaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","38","10 Dec 1905","42 - Malesia","","Philippines","","","The Philippine Islands, Luzon - Mt Santo Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","31 Oct 2016 20:39:00","http://n2t.net/ark:/65665/3165ffb78-bd9a-45a2-b0bf-557aea5bc27b"
"02062259","628629","Flowering plants and ferns","","","Taxales","Taxaceae","","","Dacrycarpus imbricatus (Blume) de Laub.","","0015 B : Dacrycarpus imbricatus (Blume) de Laub. : Taxaceae : Taxales : Gymnospermae","Ndakua salusalu; Salusalu; kajoe sappinoer","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4666","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 15:58:00","http://n2t.net/ark:/65665/39a5b0f4a-1a16-4c12-9f69-a4ad39b4c2af"
"02062260","708911","Flowering plants and ferns","","","Taxales","Taxaceae","","","Dacrycarpus imbricatus (Blume) de Laub.","","0015 B : Dacrycarpus imbricatus (Blume) de Laub. : Taxaceae : Taxales : Gymnospermae","Ndakua salusalu; Salusalu; kajoe sappinoer","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4666","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 15:58:00","http://n2t.net/ark:/65665/321e518ab-f142-4970-bc8f-f5e2298f83a6"
"02062261","625854","Flowering plants and ferns","","","Taxales","Taxaceae","","","Dacrycarpus imbricatus (Blume) de Laub.","","0015 B : Dacrycarpus imbricatus (Blume) de Laub. : Taxaceae : Taxales : Gymnospermae","Ndakua salusalu; Salusalu; kajoe sappinoer","",,"","","Mearns, E. A.","Bur. of Sci. 4405","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks Benguet Prov. Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:01:00","http://n2t.net/ark:/65665/34aaaa1c9-770c-453f-9a3a-120a7dbd5980"
"02061437","708934","Flowering plants and ferns","","","Taxales","Taxaceae","","","Dacrydium beccarii Parl.","","0014 : Dacrydium beccarii Parl. : Taxaceae : Taxales : Gymnospermae","Mal : Sempilor","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4731","May 1906","42 - Malesia","","Philippines","","","Mt. Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 15:57:00","http://n2t.net/ark:/65665/321c9fc6b-4a3b-417b-a0e8-5b39d292240a"
"02061438","708886","Flowering plants and ferns","","","Taxales","Taxaceae","","","Dacrydium beccarii Parl.","","0014 : Dacrydium beccarii Parl. : Taxaceae : Taxales : Gymnospermae","Mal : Sempilor","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4547*","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 15:57:00","http://n2t.net/ark:/65665/3e6b2de07-c09c-4dbf-8517-feb80af6397d"
"02842307","447395","Flowering plants and ferns","","","Solanales","Solanaceae","","","Datura metal 'Flore Pleno'","","7415 : Datura metal 'Flore Pleno' : Solanaceae : Solanales : Dicotyledonae","","",,"","","Mearns, E. A.","7","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 19:08:00","http://n2t.net/ark:/65665/3c7140c87-44e0-423c-90a6-4c03348a9bb5"
"02842308","447451","Flowering plants and ferns","","","Solanales","Solanaceae","","","Datura metal 'Flore Pleno'","","7415 : Datura metal 'Flore Pleno' : Solanaceae : Solanales : Dicotyledonae","","",,"","","Mearns, E. A.","80 (=81)","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 20:50:00","http://n2t.net/ark:/65665/3d6640d89-7de4-4664-8886-d62ae70c141b"
"02842309","447452","Flowering plants and ferns","","","Solanales","Solanaceae","","","Datura metal 'Flore Pleno'","","7415 : Datura metal 'Flore Pleno' : Solanaceae : Solanales : Dicotyledonae","","",,"","","Mearns, E. A.","83","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 20:54:00","http://n2t.net/ark:/65665/3e2d9fd95-71a2-4397-b137-efbfeac32ea0"
"02842314","625760","Flowering plants and ferns","","","Solanales","Solanaceae","","","Datura metal 'Flore Pleno'","","7415 : Datura metal 'Flore Pleno' : Solanaceae : Solanales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3210","27 May 1907","42 - Malesia","","Philippines","Cagayan Valley","","Santo Domingo de Basco, Batan Island, P.I.","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 19:12:00","http://n2t.net/ark:/65665/31aae16b4-672f-4692-b94f-284d50e908fd"
"01583171","628492","Flowering plants and ferns","","","Polypodiales","Davalliaceae","","","Davallia falcinella C. Presl","","F239 : Davallia falcinella C. Presl : Davalliaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","54","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon- Mt. Aanto Tomas [interpreted]","","","",2134,,"","",,,"","",,"","","","","","","","","","31 Oct 2016 20:03:00","http://n2t.net/ark:/65665/329294d8c-0fc4-4662-ba7b-bdd0932620e1"
"01583417","625785","Flowering plants and ferns","","","Polypodiales","Davalliaceae","","","Davallia repens (L. f.) Kuhn","","F239 : Davallia repens (L. f.) Kuhn : Davalliaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 3434","Jul 1907","42 - Malesia","","Philippines","","","Bneguet Prov., Luzon [interpreted]","","","","",,"","",,,"","",,"","","","","","","","","","01 Nov 2016 14:12:00","http://n2t.net/ark:/65665/3d5b0820d-54b1-41bd-a126-c8e2f318bef6"
"01583359","1238338","Flowering plants and ferns","","","Polypodiales","Davalliaceae","","","Davallia solida (G. Forst.) Sw.","","F239 : Davallia solida (G. Forst.) Sw. : Davalliaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","6 Jun 1906","42 - Malesia","","Philippines","Muslim Mindanao","","Balinding Island, off Tawi Tawi","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2016 20:01:00","http://n2t.net/ark:/65665/3d801950c-f5c5-4ee6-9ed1-59053bfe4002"
"00093951","708932","Flowering plants and ferns","Type Register","","Orchidales","Orchidaceae","","","Dendrobium ornithoflorum Ames","","1645 A : Dendrobium ornithoflorum Ames : Orchidaceae : Orchidales : Monocotyledonae","","Dendrobium ornithoflorum Ames : Type collection, Ames, O. 1908. Orchidaceae. 3: 60., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4727","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","","Mindanao","","","",,"","",,"fiche number : 0158/D01","","",,"","","","","","","","","","27 Apr 2017 17:59:00","http://n2t.net/ark:/65665/30c37c0e8-d7fc-4d20-adba-c1fe9e8f6ce1"
"00094017","708895","Flowering plants and ferns","Type Register","","Orchidales","Orchidaceae","","","Dendrochilum malindangense Ames","","1566 A : Dendrochilum malindangense Ames : Orchidaceae : Orchidales : Monocotyledonae","","Dendrochilum malindangense Ames : Isotype, Ames, O. 1908. Orchidaceae. 2: 114., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4597","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","","Mindanao","","","",,"","",,"fiche number : 0159/D08","","",,"","","","","","","","","","27 Apr 2017 18:00:00","http://n2t.net/ark:/65665/3a44a7c9d-ffe3-4ed1-9d0e-fb9d8aaa6eae"
"01465215","625828","Flowering plants and ferns","","","Polypodiales","Dennstaedtiaceae","","","Dennstaedtia scabra (Wall. ex Hook.) T. Moore","","F086 : Dennstaedtia scabra (Wall. ex Hook.) T. Moore : Dennstaedtiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","4228","Jul 1907","42 - Malesia","","Philippines","","","Haight's in the Oaks","","","",2134,,"","",,,"","",,"","","","","","","","","","16 Sep 2016 20:53:00","http://n2t.net/ark:/65665/3fe0ce3b6-8272-4f98-b92f-1f4de3acae74"
"02152892","447525","Flowering plants and ferns","","","Rosales","Fabaceae","Faboideae","","Derris elegans Benth.","","3838 : Derris elegans Benth. : Fabaceae : Rosales : Dicotyledonae","Native language symbols","",,"","","Mearns, E. A.","196","16 Feb 1904","42 - Malesia","","Philippines","","","The Philippine Island, Sandangan Bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","24 Jan 2018 20:34:00","http://n2t.net/ark:/65665/388217d28-83aa-4aa9-828d-75fd525de6d3"
"02059077","447414","Flowering plants and ferns","","","Rosales","Fabaceae","Faboideae","Desmodieae","Desmodium florum","","3807 : Desmodium florum : Fabaceae : Rosales : Dicotyledonae","","",,"","","Mearns, E. A.","26","21 Jan 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Philippine Islands. Zamboanga, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","29 Dec 2017 13:00:00","http://n2t.net/ark:/65665/3ba80830e-c208-4e53-b544-839c48741c48"
"01577993","628472","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Astereae","Dichrocephala integrifolia (L. f.) Kuntze","","8866 : Dichrocephala integrifolia (L. f.) Kuntze : Asteraceae : Asterales : Dicotyledonae","Wolofamneh : Wapi, Miwaute; Tamberumbu : Medlpa, Kaugel","",,"","","Mearns, E. A.","27","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, summit Mt. Santo Tomas","","","",2237,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:40:00","http://n2t.net/ark:/65665/3b3d514b6-68bc-4db6-b4ee-6f8045daca1e"
"01577994","628470","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Astereae","Dichrocephala integrifolia (L. f.) Kuntze","","8866 : Dichrocephala integrifolia (L. f.) Kuntze : Asteraceae : Asterales : Dicotyledonae","Wolofamneh : Wapi, Miwaute; Tamberumbu : Medlpa, Kaugel","",,"","","Mearns, E. A.","25","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, summit Mt. Santo Tomas Mt.","","","",2237,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:37:00","http://n2t.net/ark:/65665/305da6316-9a0d-4b2a-a010-1a64c2f24acf"
"01420718","447682","Flowering plants and ferns","","","Gleicheniales","Gleicheniaceae","","","Dicranopteris linearis (Burm. f.) Underw.","","F039 : Dicranopteris linearis (Burm. f.) Underw. : Gleicheniaceae : Gleicheniales : Pteridophyte","Hui lki; Mama'ohina; Old World forkedfern; Old World forked-fern; uluhe","",,"","","Mearns, E. A.","s.n","30 Jun 1904","42 - Malesia","","Philippines","","","Summit of Mt Apo, Mindanao","","","",2896,,"","",,,"","",,"","","","","","","","","","05 Aug 2016 18:55:00","http://n2t.net/ark:/65665/3531a18af-c765-405a-95b5-85aad82fd02f"
"01420638","447631","Flowering plants and ferns","","","Gleicheniales","Gleicheniaceae","","","Dicranopteris linearis (Burm. f.) Underw.","","F039 : Dicranopteris linearis (Burm. f.) Underw. : Gleicheniaceae : Gleicheniales : Pteridophyte","Hui lki; Mama'ohina; Old World forkedfern; Old World forked-fern; uluhe","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:07:00","http://n2t.net/ark:/65665/341641ab3-78a8-4b3b-8e54-531443041e7f"
"03385651","447527","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Dillenia philippensis var. philippensis","","5106 : Dillenia philippensis var. philippensis : Dilleniaceae : Dilleniales : Dicotyledonae","","",,"","","Mearns, E. A.","199","16 Feb 1904","42 - Malesia","","Philippines","","","Sandangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 15:09:00","http://n2t.net/ark:/65665/3c5fb26f6-20ac-412f-912c-1c93b6fc58bd"
"03385650","447541","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Dillenia philippensis var. philippensis","","5106 : Dillenia philippensis var. philippensis : Dilleniaceae : Dilleniales : Dicotyledonae","","",,"","","Mearns, E. A.","200","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 16:08:00","http://n2t.net/ark:/65665/3cd86d64b-894a-484e-9159-4acdf17cb7e1"
"03133609","625767","Flowering plants and ferns","","","Ebenales","Ebenaceae","","","Diospyros maritima Blume","","6406 : Diospyros maritima Blume : Ebenaceae : Ebenales : Dicotyledonae","Malaysian persimmon","",,"","","Mearns, E. A.","Bureau of Science 3251","29 May 1907 to 30 May 1907","42 - Malesia","","Philippines","","","Fuga Island, P.I.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 15:39:00","http://n2t.net/ark:/65665/3c1992c09-47ae-4127-b5e6-ff6feaa63a03"
"01534956","625817","Flowering plants and ferns","","","Polypodiales","Athyriaceae","","","Diplazium griffithii (T. Moore) Diels","","F165 : Diplazium griffithii (T. Moore) Diels : Athyriaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4187","Jul 1907","42 - Malesia","","Philippines","","","Hanghts in the Oaks","","","",2134,,"","",,,"","",,"","","","","","","","","","02 Nov 2016 00:21:00","http://n2t.net/ark:/65665/3508a131a-01a2-49c5-b9d8-661f6350218a"
"01926348","708910","Flowering plants and ferns","","","Gleicheniales","Dipteridaceae","","","Dipteris conjugata Reinw. : Choo, Thereis : 5 Jul 2017","","F037 : Dipteris conjugata Reinw. : Dipteridaceae : Gleicheniales : Pteridophyte","bua chaek","",,"","","Mearns, E. A.; Hutchinson, W. I.","4665","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt Malindang","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","24 Jan 2018 16:17:00","http://n2t.net/ark:/65665/39bed0acb-9333-4858-bb0c-efccc3181a19"
