Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"02795688","447416","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Leonurus japonicus Houtt.","","7273 : Leonurus japonicus Houtt. : Lamiaceae : Lamiales : Dicotyledonae","","",,"","","Mearns, E. A.","28","21 Jun 1904","42 - Malesia","","Philippines","","","Zamboanga, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 16:22:00","http://n2t.net/ark:/65665/3370b56e4-5724-45ca-a783-420e37bf1792"
"01588280","615651","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Lepisorus platyrhynchos (J. Sm. ex Kunze) Li S. Wang","","F253 : Lepisorus platyrhynchos (J. Sm. ex Kunze) Li S. Wang : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Philippine Islands, Butig Mts, Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","31 Oct 2016 21:07:00","http://n2t.net/ark:/65665/37b6db392-277f-4122-bed7-94cbfb5e7714"
"02360181","625756","Flowering plants and ferns","","","Rubiales","Rubiaceae","","","Leptopetalum biflorum (L.) Neupane & N. Wikstr.","","8136 S : Leptopetalum biflorum (L.) Neupane & N. Wikstr. : Rubiaceae : Rubiales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3195","27 May 1907","42 - Malesia","","Philippines","Cagayan Valley","","Santo Domingo de Basco, Batan Island, P.I.","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 14:49:00","http://n2t.net/ark:/65665/30299f416-aa95-4d32-9281-05b5d38ccb18"
"03062522","447683","Flowering plants and ferns","","","Myrtales","Myrtaceae","","","Leptospermum javanicum","","5599 : Leptospermum javanicum : Myrtaceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","1 Jul 1904","42 - Malesia","","Philippines","","","East peak, Mt. Apo; Mindanao.","","","",2896,,"","",,,"","",,"","","","","","","","","","10 Jan 2019 11:40:00","http://n2t.net/ark:/65665/3fd3c05ec-905f-4805-929b-e1c4361c4cbe"
"03062533","708913","Flowering plants and ferns","","","Myrtales","Myrtaceae","","","Leptospermum javanicum","","5599 : Leptospermum javanicum : Myrtaceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4669","May 1906","42 - Malesia","","Philippines","","","Mount Malindang. Prov. of Misamis. Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 14:16:00","http://n2t.net/ark:/65665/3ec0a1f0c-0401-4c26-aa53-5ee6c0a6d9c3"
"02794404","447612","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Leucas lavandulifolia Small","","7268 : Leucas lavandulifolia Small : Lamiaceae : Lamiales : Dicotyledonae","Paci-paci","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","The Philippine Islands. Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 16:19:00","http://n2t.net/ark:/65665/3f70f5e83-5f67-4818-a2ab-f14088413f25"
"02794405","447509","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Leucas lavandulifolia Small","","7268 : Leucas lavandulifolia Small : Lamiaceae : Lamiales : Dicotyledonae","Paci-paci","",,"","","Mearns, E. A.","172","16 Feb 1904","42 - Malesia","","Philippines","","","The Philippine Islands. Sindangan Bay; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 16:43:00","http://n2t.net/ark:/65665/3f668b4c5-9648-40ab-9211-3a733ee7e98f"
"01545934","615641","Flowering plants and ferns","","","Polypodiales","Hypodematiaceae","","","Leucostegia truncata (D. Don) Fraser-Jenk.","","F197 : Leucostegia truncata (D. Don) Fraser-Jenk. : Hypodematiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Butiq Mts.,","","","","",,"","",,,"","",,"","","","","","","","","","02 Nov 2016 08:20:00","http://n2t.net/ark:/65665/3e19b6c22-5983-4604-bbac-27bda682191f"
"01545945","625810","Flowering plants and ferns","","","Polypodiales","Hypodematiaceae","","","Leucostegia truncata (D. Don) Fraser-Jenk.","","F197 : Leucostegia truncata (D. Don) Fraser-Jenk. : Hypodematiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 3539","Jul 1907","42 - Malesia","","Philippines","","","Benguet Prov. Luzon","","","","",,"","",,,"","",,"","","","","","","","","","02 Nov 2016 08:44:00","http://n2t.net/ark:/65665/319851f8b-7be5-45b4-bc02-e0e72ae5f794"
"01459656","447643","Flowering plants and ferns","","","Polypodiales","Lindsaeaceae","","","Lindsaea pulchella (J. Sm.) Mett. ex Kuhn","","F076 : Lindsaea pulchella (J. Sm.) Mett. ex Kuhn : Lindsaeaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","26 Jun 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao.","","","",1829,,"","",,,"","",,"","","","","","","","","","05 Aug 2016 23:58:00","http://n2t.net/ark:/65665/3294729a2-f7e6-4893-b682-140111e50255"
"00339458","706247","Flowering plants and ferns","","","Orchidales","Orchidaceae","","","Liparis merrillii","","1576 A : Liparis merrillii : Orchidaceae : Orchidales : Monocotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","4594","May 1906","42 - Malesia","","Philippines","Misamis Occidental / Misamis Oriental","","","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","27 Apr 2017 18:08:00","http://n2t.net/ark:/65665/3eca660ef-c528-47b9-a701-8aa99268ee37"
"03402661","628628","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus caudatifolius (Merr.) Rehder","","1892 : Lithocarpus caudatifolius (Merr.) Rehder : Fagaceae : Fagales : Dicotyledonae","Pening peningan Berangan (Maylay); Tikalor : Murot; Ulayam","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4568","May 1906","42 - Malesia","","Philippines","","","Mount Malindang. Prov. of Misamis. Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 18:20:00","http://n2t.net/ark:/65665/38cc011e1-b5b0-4651-a556-1709f44ca6fd"
"03402703","562416","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus jordanae (Villanueva) Rehder","","1892 : Lithocarpus jordanae (Villanueva) Rehder : Fagaceae : Fagales : Dicotyledonae","Palayen : Kankanay","",,"","","Mearns, E. A.","s.n.","Jul 1907","42 - Malesia","","Philippines","","","At Haights-in-the Oaks, Benguet Province, Luzon Island. P. O.","","","",2134,,"","",,,"","",,"","","","","","","","","","16 Aug 2019 14:43:00","http://n2t.net/ark:/65665/3a7247a7c-fa38-4e79-9492-de607d03a981"
"03402702","625860","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus jordanae (Villanueva) Rehder","","1892 : Lithocarpus jordanae (Villanueva) Rehder : Fagaceae : Fagales : Dicotyledonae","Palayen : Kankanay","",,"","","Mearns, E. A.","Bureau of Science 4480","2 Aug 1907","42 - Malesia","","Philippines","","","Haight's in the Oaks","","","",914,,"","",,,"","",,"","","","","","","","","","16 Aug 2019 13:59:00","http://n2t.net/ark:/65665/3599bf2a7-5ae8-40c4-be9e-56524dba52d1"
"03402696","628463","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus luzoniensis (Walter) Rehder","","1892 : Lithocarpus luzoniensis (Walter) Rehder : Fagaceae : Fagales : Dicotyledonae","","",,"","","Mearns, E. A.","17","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, summit Santo Tomas Mt.","","","",2237,,"","",,,"","",,"","","","","","","","","","16 Aug 2019 14:10:00","http://n2t.net/ark:/65665/34bc6852a-fe04-4442-9e8c-a8cea50a66ca"
"03402695","628462","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus luzoniensis (Walter) Rehder","","1892 : Lithocarpus luzoniensis (Walter) Rehder : Fagaceae : Fagales : Dicotyledonae","","",,"","","Mearns, E. A.","16","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, summit Santo Tomas Mt.","","","",2237,,"","",,,"","",,"","","","","","","","","","16 Aug 2019 14:02:00","http://n2t.net/ark:/65665/36a03ab8d-3198-405d-b579-de30865ff54f"
"03402834","628511","Flowering plants and ferns","","","Fagales","Fagaceae","","","Lithocarpus woodii (Hance) A. Camus","","1892 : Lithocarpus woodii (Hance) A. Camus : Fagaceae : Fagales : Dicotyledonae","","",,"","","Mearns, E. A.","81","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, Mt. Santo Tomas.","","","",2134,,"","",,,"","",,"","","","","","","","","","16 Aug 2019 14:19:00","http://n2t.net/ark:/65665/3ca520df5-ab45-42b9-a9ed-c204643f4e01"
"00068611","","Bryophytes and Lichens","Type Register; Cyanolichen Project","","","Lobariaceae","","","Lobaria meridionalis Vain.","","Lobaria meridionalis Vain. : Lobariaceae","","Lobaria meridionalis Vain. : Isosyntype, Vainio, E. A. 1913. Philipp. J. Sci. 8: 128., Original publication and alleged type specimen examined",,"","","Mearns, E. A.","Bur. Sci. 3380","May 1907","42 - Malesia","","Philippines","Benguet","","","Luzon","","","",,"","",,,"","",,"","","","","","","","","","17 Aug 2016 21:51:00","http://n2t.net/ark:/65665/3a6746a34-2f64-49fd-8c52-e5bd41bacf92"
"00107307","711455","Flowering plants and ferns","Type Register","","Santalales","Loranthaceae","","","Loranthus hutchinsonii Merr.","Amyema beccarii (Tiegh.) Danser","2074 : Loranthus hutchinsonii Merr. : Loranthaceae : Santalales : Dicotyledonae","","Loranthus hutchinsonii Merr. : Isotype, Merrill, E. D. 1909. Philipp. J. Sci., C. 4: 138., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4554","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt. Malindang.","Mindanao","","","",,"","",,"fiche number : 0229/A07","","",,"","","","","","","","","","29 Aug 2016 19:43:00","http://n2t.net/ark:/65665/36104c109-985c-437e-81c5-028390deec77"
"01358266","447526","Flowering plants and ferns","","Magnoliophyta","Myrtales","Onagraceae","","","Ludwigia octovalvis (Jacq.) P.H. Raven","","5793 : Ludwigia octovalvis (Jacq.) P.H. Raven : Onagraceae : Myrtales : Magnoliopsida : Magnoliophyta","areripuin; aunenipuin : Wona (Moen); Clavito : Spanish; Deleurak; deleurik : Pohnpeian; ecap : Uruaru; eia; Girof' Gl'eau; goul; hoyl; keri : Pompanean; koradu; likaimenpal : Ton (Tol); Mexican primrose-willow; More; naingisa : Sabatu; nen kut(a)kut. ""This name rather doubtful.""; ngodwad; erur : Angaur; Koror & Babe; nikengarotoai; pfauhanu : Kutubu; Rakaurotowai; rakaurotowai; sabor boeboe; sho; Sow; Swamp gutter?; teleurak; titania; upleuleu; wut i lurlep; wut i lurlep; Mexican primrose-willow","",,"","","Mearns, E. A.","198","16 Feb 1904","42 - Malesia","","Philippines","Mindanao","","Sindangan Bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","16 May 2016 22:10:00","http://n2t.net/ark:/65665/3ec6bcf91-2c97-447c-beaf-03a5268e7045"
"02720566","447439","Flowering plants and ferns","","","Violales","Cucurbitaceae","","","Luffa aegyptiaca Mill.","","8594 : Luffa aegyptiaca Mill. : Cucurbitaceae : Violales : Dicotyledonae","Torchon; sponge gourd","",,"","","Mearns, E. A.","60","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga; Mindanao","","","","",,"","",,,"Yes","",,"","","","","","","","","","18 Jan 2018 21:11:00","http://n2t.net/ark:/65665/393f5afda-5777-47e7-b0eb-c5507c214ccd"
"02720567","447438","Flowering plants and ferns","","","Violales","Cucurbitaceae","","","Luffa aegyptiaca Mill.","","8594 : Luffa aegyptiaca Mill. : Cucurbitaceae : Violales : Dicotyledonae","Torchon; sponge gourd","",,"","","Mearns, E. A.","59","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","18 Jan 2018 21:12:00","http://n2t.net/ark:/65665/3d85de5bf-2204-4215-8706-1e84991ce27c"
"01379470","447596","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodiella cernua (L.) Pic. Serm.","","F002 : Lycopodiella cernua (L.) Pic. Serm. : Lycopodiaceae : Lycopodiales : Pteridophyte","staghorn clubmoss","",,"","","Mearns, E. A.","s.n.","11 Apr 1904","42 - Malesia","","Philippines","","","Lake Lanao; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:39:00","http://n2t.net/ark:/65665/382b53ace-a8b0-4bf0-8225-4f969d836bbb"
"01379477","447484","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodiella cernua (L.) Pic. Serm.","","F002 : Lycopodiella cernua (L.) Pic. Serm. : Lycopodiaceae : Lycopodiales : Pteridophyte","staghorn clubmoss","",,"","","Mearns, E. A.","125","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:39:00","http://n2t.net/ark:/65665/3fd25c2f1-26da-4a86-998d-103cffb45b39"
"01379618","615647","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodiella cernua (L.) Pic. Serm.","","F002 : Lycopodiella cernua (L.) Pic. Serm. : Lycopodiaceae : Lycopodiales : Pteridophyte","staghorn clubmoss","",,"","","Mearns, E. A.","s.n.","Mar 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","The Philippine Islands, Butigs Mts; Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:39:00","http://n2t.net/ark:/65665/3ede162dd-6060-4f48-988e-607032938371"
"01379585","447658","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodiella cernua var. vulcanica (Blume) comb. ined.","","F002 : Lycopodiella cernua var. vulcanica (Blume) comb. ined. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","28 Jun 1904","42 - Malesia","","Philippines","","","The Philippine Islands, Summit Mt Apo, Mindanao","","","",2896,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:39:00","http://n2t.net/ark:/65665/3fbee8594-cc3e-46ec-9bad-6b5140937d5a"
"01379529","447664","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodiella cernua var. vulcanica (Blume) comb. ined.","","F002 : Lycopodiella cernua var. vulcanica (Blume) comb. ined. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","28 Jun 1904","42 - Malesia","","Philippines","","","The Philippine islands, Mt Apo, Mindanao [interpreted]","","","",2286,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:39:00","http://n2t.net/ark:/65665/36504bcd5-8cd2-4025-b474-2a7dd883c0b1"
"01377636","628483","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium clavatum L.","","F001 : Lycopodium clavatum L. : Lycopodiaceae : Lycopodiales : Pteridophyte","running clubmoss","",,"","","Mearns, E. A.","45","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Mt. Santo Tomas","","","",2195,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/362784d08-c949-4cfc-bed1-2a57a43551d1"
"01377635","628485","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium clavatum L.","","F001 : Lycopodium clavatum L. : Lycopodiaceae : Lycopodiales : Pteridophyte","running clubmoss","",,"","","Mearns, E. A.","47","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Mt. Sarto Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3346526cf-24db-4376-8a13-36dae9e26625"
"01377628","615644","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium clavatum L.","","F001 : Lycopodium clavatum L. : Lycopodiaceae : Lycopodiales : Pteridophyte","running clubmoss","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Butig Mts., Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3f3009039-f9df-47f4-8e67-2773c701d776"
"01377601","628494","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium multispicatum Wilce","","F001 : Lycopodium multispicatum Wilce : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","56","1904","42 - Malesia","","Philippines","Central Luzon","","Mt. Santo Tomas","","","",2195,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3ca41575d-d123-4e74-b059-542aaa68e215"
"01377597","625857","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium multispicatum Wilce","","F001 : Lycopodium multispicatum Wilce : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","4465","2 Aug 1907","42 - Malesia","","Philippines","","","Haights in the Oaks, Benguet Prov Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/37a95cb5a-2eda-4c4d-8c64-d8984f67ce61"
"01377697","447673","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium scariosum G. Forst.","","F001 : Lycopodium scariosum G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","28 Jun 1904","42 - Malesia","","Philippines","","","Summit Mt. Apo, Mindanao","","","",2896,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 12:48:00","http://n2t.net/ark:/65665/34f39af09-5737-4c3e-bcdb-3f0396a5da61"
"01377698","447666","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium scariosum G. Forst.","","F001 : Lycopodium scariosum G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","28 Jun 1904","42 - Malesia","","Philippines","","","Summit of Mt. Apo, Mindanao","","","",2896,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/340a03218-dbda-4fc2-861a-88125a0955cd"
"01377681","708901","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium volubile G. Forst.","","F001 : Lycopodium volubile G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.; Hutchinson, W. J.","4628*","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3270dafbc-bc39-4811-ace4-21e020e215da"
"01377683","628458","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium volubile G. Forst.","","F001 : Lycopodium volubile G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","6","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Summit of Mt. Santo Tomas","","","",2237,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/35c475bbc-7fd5-42f3-a376-18a82f0352de"
"01377686","628461","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium volubile G. Forst.","","F001 : Lycopodium volubile G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","9","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Summit Mt. Santo Tomas","","","",2237,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3b2f4d5ee-179c-45cb-8d93-b1afb5e88824"
"01377691","447706","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium volubile G. Forst.","","F001 : Lycopodium volubile G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","7 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao","","","",1829,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/3916b957a-b446-4433-a63c-1af6b8232f85"
"01377685","628459","Flowering plants and ferns","","","Lycopodiales","Lycopodiaceae","","","Lycopodium volubile G. Forst.","","F001 : Lycopodium volubile G. Forst. : Lycopodiaceae : Lycopodiales : Pteridophyte","","",,"","","Mearns, E. A.","7","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Benguet Prov.","","","",2237,,"","",,,"","",,"","","","","","","","","","30 Jun 2016 13:38:00","http://n2t.net/ark:/65665/33ae7ddac-0c45-4a65-a13e-aabef467c431"
"01424646","447575","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium circinnatum (Burm. f.) Sw.","","F044 : Lygodium circinnatum (Burm. f.) Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:10:00","http://n2t.net/ark:/65665/354b09dd3-04f3-4899-9331-d248dc835df9"
"01424773","447464","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium circinnatum (Burm. f.) Sw.","","F044 : Lygodium circinnatum (Burm. f.) Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","100","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay at Subano Village of Sindangan;Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","06 Aug 2016 00:42:00","http://n2t.net/ark:/65665/355f47797-e5fd-491f-b321-d53f0f3bcfd2"
"01424774","447508","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium circinnatum (Burm. f.) Sw.","","F044 : Lygodium circinnatum (Burm. f.) Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","171","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:06:00","http://n2t.net/ark:/65665/3b17d54eb-8c61-4fa8-b372-0d7ec15bea95"
"01424775","447576","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium circinnatum (Burm. f.) Sw.","","F044 : Lygodium circinnatum (Burm. f.) Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","06 Aug 2016 00:51:00","http://n2t.net/ark:/65665/32dfbacbd-e946-4a98-b443-04a4ac5d19a6"
"01424776","447577","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium circinnatum (Burm. f.) Sw.","","F044 : Lygodium circinnatum (Burm. f.) Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan-Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:14:00","http://n2t.net/ark:/65665/3231e717e-76b0-45e7-98e6-0704964fdf6a"
"01424778","447524","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium flexuosum Sw.","","F044 : Lygodium flexuosum Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","195","16 Feb 1904","42 - Malesia","","Philippines","","","Sandaugan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 18:32:00","http://n2t.net/ark:/65665/345284757-d528-4737-a2b9-2d6ce389166e"
"01424782","447538","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium flexuosum Sw.","","F044 : Lygodium flexuosum Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","70","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:59:00","http://n2t.net/ark:/65665/3d375f492-684c-4df0-87dc-35fad9bd688c"
"01424931","447443","Flowering plants and ferns","","","Schizaeales","Lygodiaceae","","","Lygodium flexuosum Sw.","","F044 : Lygodium flexuosum Sw. : Lygodiaceae : Schizaeales : Pteridophyte","","",,"","","Mearns, E. A.","71","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","05 Aug 2016 20:51:00","http://n2t.net/ark:/65665/381f46f6c-6bd6-4503-afe4-36b47b6750cb"
"03126713","6125847","Flowering plants and ferns","","","Primulales","Primulaceae","","","Lysimachia ardisioides Masam.","","6330 : Lysimachia ardisioides Masam. : Primulaceae : Primulales : Dicotyledonae","","",,"","","Mearns, E. A.","Bur. of Sci. 4383","Jul 1907","42 - Malesia","","Philippines","","","Benguet Prov. Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","05 Feb 2019 00:30:00","http://n2t.net/ark:/65665/3a1f86389-409f-4851-b7a3-cbea4ad2be23"
"03126702","625755","Flowering plants and ferns","","","Primulales","Primulaceae","","","Lysimachia mauritiana Lam.","","6330 : Lysimachia mauritiana Lam. : Primulaceae : Primulales : Dicotyledonae","spoonleaf yellow loosestrife","",,"","","Mearns, E. A.","Burean of Science 3188","27 May 1907","42 - Malesia","","Philippines","Cagayan Valley","","Santo Domingo de Basco, Batan Island, P. I.","","","","",,"","",,,"","",,"","","","","","","","","","04 Feb 2019 23:45:00","http://n2t.net/ark:/65665/358cd2fb6-d208-409b-ae48-6166bb81ba46"
"01281094","447533","Flowering plants and ferns","","","Euphorbiales","Euphorbiaceae","","","Macaranga hispida Müll. Arg.","","4400 : Macaranga hispida Müll. Arg. : Euphorbiaceae : Euphorbiales : Dicotyledonae","Binusflo","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","Mindanao","","","","","","",,"","",,,"","",,"","","","","","","","","","08 Sep 2016 17:12:00","http://n2t.net/ark:/65665/3946b0051-9242-4985-8e93-26de9ac5d255"
