Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"61158","Specimen/Lot","",3,"Scatophagus argus","","Scatophagus argus : Scatophagidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scatophagidae","","21 Aug 1906 (1906 Aug 21 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Zamboanga, Mindanao, Philippine Islands","","","Mearns, E. A.","","","","","","","","","","Radiograph::1",,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c3414544-8c5d-447f-841d-ded6d28b0707"
"57925","Specimen/Lot","",1,"Scatophagus argus","","Scatophagus argus : Scatophagidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scatophagidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/35fd4299a-4cd5-483c-b1ea-6bc3983131a3"
"57977","Specimen/Lot","",7,"Scolopsis lineata","","Scolopsis lineata : Nemipteridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Nemipteridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3febb52d7-290a-4dbd-9467-3f98f334d0fe"
"58037","Specimen/Lot","",1,"Scolopsis monogramma","","Scolopsis monogramma : Nemipteridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Nemipteridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"Original tag illegible","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3a78c2c46-96bb-4a12-89bd-9370192439cd"
"58000","Specimen/Lot","",1,"Scomberoides tala","","Scomberoides tala : Carangidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Carangidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 04",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c6673b68-f6e7-4816-a5cf-09427ffd5e05"
"58050","Specimen/Lot","",2,"Siganus argenteus","","Siganus argenteus : Siganidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Siganidae","","1906","Pacific","","","","Mindanao","","Philippines","","","Philippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/343f0d824-09eb-400b-a039-2c8b39d34960"
"58053","Specimen/Lot","",2,"Siganus guttatus","","Siganus guttatus : Siganidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Siganidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36338d099-81ed-4c37-bd9d-4e87c2e92322"
"57952","Specimen/Lot","",336,"Siganus spinus","","Siganus spinus : Siganidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Siganidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/349afe5ea-3fdc-4411-9c33-efcb2f579638"
"58052","Specimen/Lot","",2,"Siganus virgatus","","Siganus virgatus : Siganidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Siganidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/33d39f9cc-a6ea-48d7-8789-e5b9dcd52e30"
"58031","Specimen/Lot","",1,"Sparisoma cretense","","Sparisoma cretense : Scaridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scaridae","Sparisomatinae",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30ef8a111-38db-4913-b334-1683b4a2d3a5"
"57954","Specimen/Lot","",1,"Sphaeramia orbicularis","","Sphaeramia orbicularis : Apogonidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Apogonidae","Apogoninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Radiograph::1",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/321d1bd5c-60ee-4e99-996f-42388a54d9ec"
"RAD 105107","Image","Radiograph Collection",1,"Sphaeramia orbicularis","","Sphaeramia orbicularis : Apogonidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Apogonidae","Apogoninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 57954","","","","","","","","Polyester:MSC:1",,"","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/347e3501c-4ebb-4b5b-996b-ba45507f04c8"
"57906","Specimen/Lot","",2,"Strongylura urvillii","","Strongylura urvillii : Belonidae : Beloniformes : Actinopterygii : Chordata","","","Beloniformes","Belonidae","",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c1b693f2-539e-4348-88f0-81b760ea087a"
"57949","Specimen/Lot","",2,"Strongylura urvillii","","Strongylura urvillii : Belonidae : Beloniformes : Actinopterygii : Chordata","","","Beloniformes","Belonidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3258783ae-1acb-4e3f-b39f-bb399bd52a9d"
"57910","Specimen/Lot","",1,"Syngnathoides biaculeatus","","Syngnathoides biaculeatus : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/324d67860-2d59-4b17-aed1-7bb514e192aa"
